start_station_name,member_casual,count_of_users,,,start_station_name,count_of_users
Albany Ave & Douglas Blvd,member,5,,,,
Major Taylor Trail & 124th St,member,5,,,,
Public Rack - Wood St & 103rd St,member,5,,,,
Rhodes Ave & 71st St,member,5,,,,
Public Rack - Halsted St & 95th St - SW,member,5,,,,
Maplewood Ave & 59th St,member,5,,,,
Public Rack - Jonathan Y Scammon Public School,member,5,,,,
Public Rack - Central Ave & Pensacola Ave,member,5,,,,
Doty Ave & 111th St,member,5,,,,
Avenue O & 118th St,member,5,,,,
Public Rack - S Menard & W 63rd,member,5,,,,
Public Rack - 4810 Keeler Ave,member,5,,,,
Clyde Ave & 87th St,member,5,,,,
Public Rack - Milwaukee Ave & Addison St,member,5,,,,
Shabbona Park,member,5,,,,
Public Rack - Kedzie Ave & 54th St - SE,member,5,,,,
Public Rack - Longwood Dr & 111th St,member,4,,,,
Halsted St & 73rd St,member,4,,,,
MLK Jr Dr & 83rd St,member,4,,,,
Mayfield & Roosevelt Rd,member,4,,,,
Western Ave & 104th St,member,4,,,,
La Villita Park (Albany/30th),member,4,,,,
Troy St & Jackson Blvd,member,4,,,,
Public Rack - Division St & Christiana Ave,member,4,,,,
Eggleston Ave & 92nd St,member,4,,,,
North Ave & New England Ave,member,4,,,,
Michigan Ave & 114th St,member,4,,,,
Bennett Ave & 79th St,member,4,,,,
Laramie Ave & Gladys Ave,member,4,,,,
Public Rack - Drake Ave & Leland Ave,member,4,,,,
Keeler Ave & Roosevelt Rd,member,4,,,,
W 103rd St & S Avers Ave,member,4,,,,
Kedzie Ave & 110th St,member,4,,,,
Public Rack - Central & Berteau,member,4,,,,
Public Rack - Karlov Ave & Lawrence Ave,member,4,,,,
Public Rack - Kedvale Ave & Avondale Ave,member,4,,,,
Public Rack - Laramie Ave & Belmont Ave,member,4,,,,
Public Rack - S. Kilpatrick and W. 79th,member,4,,,,
Public Rack - Maplewood Ave & 47th St,member,4,,,,
Public Rack - Washington Park Ct & 51st St,member,4,,,,
Public Rack - South Shore Dr & 71st St,member,4,,,,
Woodlawn Ave & 75th St,member,4,,,,
Public Rack - Western Ave & 110th St,member,4,,,,
Public Rack - Olmstead Ave & Oliphant Ave,member,4,,,,
Public Rack - Lockwood & Archer,member,4,,,,
Kildare Ave & Division St,member,4,,,,
Public Rack - Harper Ave & 63rd St,member,4,,,,
Tripp Ave & 65th St,member,4,,,,
Public Rack - Harlem & Summerdale,member,4,,,,
Public Rack - Springfield Ave & Lawrence Ave,member,4,,,,
Harding Ave & 26th St,member,4,,,,
Public Rack - Wood St & 47th St,member,3,,,,
Public Rack - Langley Ave & 49th St,member,3,,,,
Public Rack - Kildare Ave & Division St,member,3,,,,
Public Rack - East End Ave & 87th St,member,3,,,,
Public Rack - Brainerd Park,member,3,,,,
South Chicago Ave & 83rd St,member,3,,,,
Public Rack - Lake Park Ave & 47th St,member,3,,,,
Public Rack - Bishop St & 46th St,member,3,,,,
Public Rack - Chappel Ave & 71st St,member,3,,,,
Leamington Ave & Hirsch St,member,3,,,,
Public Rack - Cicero Ave & Belle Plaine Ave,member,3,,,,
Public Rack - Greenwood Ave & Lake Park Ave,member,3,,,,
Public Rack - Northwest Hwy & Bryn Mawr,member,3,,,,
Public Rack - Legler Regional Library,member,3,,,,
Public Rack - Jeffrey Blvd & 71st St,member,3,,,,
Public Rack - Christiana Ave & Lawrence Ave,member,3,,,,
Public Rack - California Ave & Marquette Rd,member,3,,,,
Pulaski Rd & 60th St,member,3,,,,
Public Rack - Roscoe St & Osceola Ave,member,3,,,,
Public Rack - Pulaski & Ardmore,member,3,,,,
Damen Ave & 33rd St,member,3,,,,
Public Rack - Elston Ave & Gunnison St,member,3,,,,
Public Rack - Lynch & Elston,member,3,,,,
Public Rack - Talman Ave & Pershing Rd,member,3,,,,
Public Rack - Linder & 51st,member,3,,,,
Public Rack - Newcastle Ave & Belmont Ave,member,3,,,,
Public Rack - Michigan Ave & 96th St,member,3,,,,
Public Rack - Colfax Ave & 83rd St,member,3,,,,
Public Rack - Elston Ave & Kenneth Ave,member,3,,,,
Public Rack - Evans Ave & 63rd St,member,3,,,,
Lawndale Ave & 111th St,member,3,,,,
Public Rack - Emerald Ave & 43rd St,member,3,,,,
Public Rack - St Louis Ave & Berteau Ave,member,3,,,,
Public Rack - Melvina Ave & Montrose Ave,member,3,,,,
California Ave & Marquette Rd,member,3,,,,
Public Rack - Hollywood Park,member,3,,,,
Ada St & 113th St,member,3,,,,
Public Rack - Christiana & Lincoln,member,3,,,,
Public Rack - Norwood Park Station ,member,3,,,,
Public Rack - Western Ave & 111th St - SE,member,3,,,,
Public Rack - Forrestville Ave & 47th St,member,3,,,,
Public Rack - Baltimore Ave & 133rd St,member,3,,,,
Wabash Ave & 83rd St,member,3,,,,
Public Rack - Cicero Ave & North Ave,member,3,,,,
Augusta Blvd & Laramie Ave,member,3,,,,
Public Rack - Laramie Ave & Warwick Ave,member,3,,,,
Public Rack - 61st St & Melvina Ave,member,3,,,,
Public Rack - 63rd & Western Ave S,member,3,,,,
Public Rack - Commercial Ave & 89th St,member,3,,,,
Kildare Ave & 55th St,member,3,,,,
Public Rack - Harlem & Palatine,member,3,,,,
Public Rack - Langley Ave & Oakwood Blvd,member,3,,,,
Public Rack - Sawyer Ave & Lawrence Ave,member,3,,,,
Public Rack - Menard Ave & Grand Ave,member,3,,,,
Public Rack - Morgan St & 95th St,member,2,,,,
Lawndale Ave & 16th St,member,2,,,,
Public Rack - Kostner Ave & Wrightwood Ave,member,2,,,,
Public Rack - Normal Ave & 111th St,member,2,,,,
Lavergne Ave & Division St,member,2,,,,
Public Rack - Milwaukee Ave & Catalpa Ave,member,2,,,,
Public Rack - Kedzie Ave & Arthington St,member,2,,,,
Public Rack - 63rd St and Nagle Ave,member,2,,,,
Public Rack - Nordica Ave & Addison St,member,2,,,,
Public Rack - Kedvale Ave & 63rd St W,member,2,,,,
Public Rack - Ewing Ave & 99th St,member,2,,,,
Public Rack - Perry Ave & 108th Pl,member,2,,,,
Kedzie Ave & 24th St (Temp),member,2,,,,
Public Rack - Bryn Mawr Ave & Spaulding Ave,member,2,,,,
Public Rack - Wolcott Ave & 61st St,member,2,,,,
Public Rack - Hiawatha Ave & Minnehaha Ave,member,2,,,,
Public Rack - Pulaski Rd & Fullerton Ave,member,2,,,,
Public Rack - Linder & Elston,member,2,,,,
Public Rack - Cottage Grove & 84th St,member,2,,,,
Public Rack - Milwaukee Ave & Warner Ave,member,2,,,,
Public Rack - Lotus Ave & Lawrence Ave,member,2,,,,
Seeley Ave & Garfield Blvd,member,2,,,,
Whipple St & Roosevelt Rd,member,2,,,,
Public Rack - Laflin St &51st ST,member,2,,,,
Public Rack - Milwaukee Ave & Waveland Ave,member,2,,,,
Public Rack - Troy & 111th St,member,2,,,,
Lavergne Ave & 46th St,member,2,,,,
Public Rack - Garfield Park Conservatory,member,2,,,,
Public Rack - Nashotah & Northwest Hwy,member,2,,,,
Commercial Ave & 100th St,member,2,,,,
Eberhart Ave & 131st St,member,2,,,,
Public Rack - Kenneth & Carmen,member,2,,,,
South Chicago Ave & Elliot Ave,member,2,,,,
Public Rack - Houston Ave & 131st St,member,2,,,,
Public Rack - Cicero Ave & Cortland St - midblock,member,2,,,,
Public Rack - Eli Whitney Public School,member,2,,,,
Public Rack - Central Park & Bryn Mawr,member,2,,,,
Public Rack - Christiana Ave & Bryn Mawr Ave,member,2,,,,
Public Rack - Buffalo Ave & 89th St,member,2,,,,
Public Rack - Hermitage & 83rd St,member,2,,,,
Public Rack - Oketo & Northwest Hwy,member,2,,,,
Public Rack - Kostner & Peterson,member,2,,,,
Vernon Ave & 107th St,member,2,,,,
California Ave & 29th St,member,2,,,,
Public Rack - Kedzie Ave & 54th Pl,member,2,,,,
Public Rack - Damen Ave & 47th St,member,2,,,,
Public Rack - Indiana Ave & 111th St,member,2,,,,
Public Rack - Lorel Ave & Grand Ave,member,2,,,,
Public Rack - Neva Ave & Grand Ave,member,2,,,,
Throop St & 52nd St,member,2,,,,
Public Rack - Artesian & 71st,member,2,,,,
Public Rack - The Montessori School of Englewood,member,2,,,,
Public Rack - Kedzie Ave & 61st Pl E,member,2,,,,
Public Rack - Kostner Ave & North Ave,member,2,,,,
Western Ave & 62nd St,member,2,,,,
Torrence Ave & 126th Pl,member,2,,,,
Public Rack - Kedzie Ave & 64th St - SW,member,2,,,,
Public Rack - Halsted St & 102nd St,member,2,,,,
Public Rack - Bell Ave & 95th St,member,2,,,,
Public Rack - Cottage Grove & 86th St,member,2,,,,
Public Rack - Western & 83rd,member,2,,,,
Public Rack - Sawyer Ave & Chicago Ave,member,2,,,,
Public Rack - Halsted St & 76th St,member,2,,,,
Public Rack - Western Ave & 100th St,member,2,,,,
Public Rack - Chopin Park,member,2,,,,
Public Rack - Austin Branch Chicago Public Library,member,1,,,,
Public Rack - Ewing Ave & 96th St N,member,1,,,,
Public Rack - Western Ave & 104th St - West,member,1,,,,
Public Rack - Pulaski & 52nd,member,1,,,,
Menard Ave & North Ave,member,1,,,,
Public Rack - Neola & Northwest Hwy,member,1,,,,
Public Rack - Bernard St & Foster Ave,member,1,,,,
Panama Ave & Grace St,member,1,,,,
Public Rack - St Louis & Lincoln,member,1,,,,
Public Rack - Mackinaw Ave & 106th St,member,1,,,,
Public Rack - Western & 79th,member,1,,,,
Public Rack - Marshfield Ave & 45th St,member,1,,,,
Public Rack - Central & Leland,member,1,,,,
Public Rack - Pulaski Rd & 41st,member,1,,,,
Bradley Park,member,1,,,,
Woodlawn & 103rd - Olive Harvey Vaccination Site,member,1,,,,
Public Rack - Western Ave & 96th St,member,1,,,,
Public Rack - California Ave & Ogden Ave,member,1,,,,
410,member,1,,,,
Public Rack - Oak Park & Higgins,member,1,,,,
Public Rack - Austin Ave & Wellington Ave,member,1,,,,
Public Rack - State St & 47th st,member,1,,,,
Altgeld Gardens,member,1,,,,
Public Rack - Walden Pkwy & 99th St,member,1,,,,
Spaulding Ave & 16th St,member,1,,,,
Public Rack - W. Talcott & N. Oriole,member,1,,,,
Public Rack - Nordica Ave & Higgins Ave,member,1,,,,
Public Rack - Ada St & 95th St,member,1,,,,
Public Rack - Nordica & Archer,member,1,,,,
Public Rack - Prairie Ave & Garfield Blvd N,member,1,,,,
Public Rack - Irving Park Rd & Menard Ave,member,1,,,,
Public Rack - Normal Blvd & 61st Pl,member,1,,,,
Public Rack - Spaulding Ave & 71st St,member,1,,,,
Public Rack - Keating & Peterson,member,1,,,,
Public Rack - Holbrook St & Milwaukee Ave,member,1,,,,
Public Rack - Harlem and W. 59th,member,1,,,,
Public Rack - Pulaski Rd & 85th St,member,1,,,,
Public Rack - Cicero Ave & Wellington Ave,member,1,,,,
Public Rack - Leclaire Ave & Division St,member,1,,,,
Public Rack - Vincennes Ave & 99th St,member,1,,,,
Public Rack - Houston Ave & 130th St,member,1,,,,
Public Rack - Lake Shore Dr & Hayes Dr,member,1,,,,
Public Rack - Justine St & 87th St,member,1,,,,
Public Rack - Kedzie Ave & 83rd St,member,1,,,,
Public Rack - Kildare Ave & Washignton Blvd,member,1,,,,
Carpenter St & 63rd St,member,1,,,,
"Public Rack - Senka ""Edward Duke"" Park",member,1,,,,
Public Rack - Piotrowski Park,member,1,,,,
Public Rack - Martin Luther King Dr & 44th St,member,1,,,,
Public Rack - Stony Is Ave & 73rd St,member,1,,,,
Public Rack - Abbott Park,member,1,,,,
Public Rack - Ewing Ave & 95th St,member,1,,,,
Public Rack - Throop St & 58th St,member,1,,,,
Public Rack - Pulaski Rd & 51st Rd,member,1,,,,
Ellis Ave & 83rd St,member,1,,,,
Public Rack - Damen & 81st,member,1,,,,
Public Rack - Delphina & Foster,member,1,,,,
Public Rack - Lavergne & Lawrence,member,1,,,,
Public Rack - Central & Prescott,member,1,,,,
Public Rack - Devon Ave & Central Ave,member,1,,,,
Public Rack - Ashland Ave & 83rd St,member,1,,,,
Major Ave & Bloomingdale Ave,member,1,,,,
Public Rack - Grand Ave & North Ave,member,1,,,,
Public Rack - Western Ave & 107th St,member,1,,,,
Public Rack - Hamilton Ave & 95th St,member,1,,,,
Public Rack - Cottage Grove Ave & 98th St,member,1,,,,
Public Rack - James Madison School,member,1,,,,
Public Rack - Halsted St & 80th St,member,1,,,,
Public Rack - Cottage Grove Ave & 75th St,member,1,,,,
Public Rack - Houston Ave & 91st St,member,1,,,,
Public Rack - Martin Luther King Dr & 69th St,member,1,,,,
State St & 123rd St,member,1,,,,
Public Rack - Menard Ave & Dakin St - midblock,member,1,,,,
Tripp Ave & 15th St,member,1,,,,
Public Rack - Cottage Grove Ave & 111th St,member,1,,,,
Public Rack - Western & 74th,member,1,,,,
Public Rack - Halsted St & 109th St,member,1,,,,
Public Rack - 63rd Pl & Narraganssett Ave,member,1,,,,
Public Rack - Whipple St & 63rd St,member,1,,,,
Public Rack - Pulaski Rd & 83rd St,member,1,,,,
Public Rack - Ozark Ave & Addison St,member,1,,,,
Public Rack - Vincennes Ave & 95th Pl,member,1,,,,
Public Rack - Wilbur Wright College South,member,1,,,,
Public Rack - Haft Ave & Milwaukee Ave,member,1,,,,
Public Rack - Ave N & 106th St,member,1,,,,
Public Rack - Lawndale Ave & 63rd St,member,1,,,,
Public Rack - Chase Ave & Touhy Ave - NE,member,1,,,,
Public Rack - Cottage Grove & 85th St,member,1,,,,
Public Rack - Maplewood Ave & 63rd St,member,1,,,,
Public Rack - Archer Park,member,1,,,,
Public Rack - Normandy Ave & Raven St,member,1,,,,
Public Rack - Wabash Ave & 87th St,member,1,,,,
Public Rack - Pullman Community Center,member,1,,,,
Public Rack - William J Onahan Public School,member,1,,,,
Public Rack - Springfield & 79th,member,1,,,,
Public Rack - Peterson Ave & Milwaukee Ave,member,1,,,,
Public Rack - Leader & Caldwell,member,1,,,,
Public Rack - Langley Ave & 79th St,member,1,,,,
Public Rack - Mobile Ave & Archer Ave,member,1,,,,
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,member,1,,,,
Public Rack - Pulaski & Rosemont,member,1,,,,
Public Rack - Norwood Park,member,1,,,,
Public Rack - Avers Ave & Ogden Ave,member,1,,,,
Public Rack - Western Ave & Jarvis Ave,member,1,,,,
Public Rack - Ozanam Ave & Devon Ave,member,1,,,,
Public Rack - Ashland Ave & 63rd St,member,1,,,,
Public Rack - 56th St & Mulligan Ave,member,1,,,,
Public Rack - Montrose Ave & Lavergne Ave,member,1,,,,
Public Rack - Chase Ave & Touhy Ave - NW,member,1,,,,
Public Rack - Peoria St & 60th St,member,1,,,,
Public Rack - Western Ave & 104th St - East,member,1,,,,
Public Rack - King Dr & Oakwood Blvd,member,1,,,,
Public Rack - Lawndale Ave & 23rd St,member,1,,,,
Public Rack - 10557 S Western Ave,member,1,,,,
Washtenaw Ave & Madison St,member,1,,,,
Public Rack - Foster Ave & Drake Ave,member,1,,,,
Public Rack - Halsted St & 113th St,member,1,,,,
Public Rack - Kimbark Ave & 67th St,member,1,,,,
Public Rack - Western Ave & 111th St - SW,member,1,,,,
Public Rack - Mont Clare Ave & Higgins Ave,member,1,,,,
Public Rack - Fullerton Ave & Lavergne Ave,member,1,,,,
Public Rack - Western Blvd & 53rd St,member,1,,,,
Public Rack - California & 71st,member,1,,,,
Public Rack - Milwaukee Ave & Leland Ave,member,1,,,,
Public Rack - Irving Park Rd & Melvina Ave,member,1,,,,
S Michigan Ave & E 118th St,member,1,,,,
Public Rack - Ashland Ave & 46th St,member,1,,,,
Public Rack - Kedzie Ave & Pershing Rd,member,1,,,,
Public Rack - Halsted St & 63rd St,member,1,,,,
Public Rack - Bryn Mawr Ave & Milwaukee Ave,member,1,,,,
Public Rack - Western Ave & 92nd Pl,member,1,,,,
Public Rack - Avenue J & 102nd St,member,1,,,,
Public Rack - Michigan Ave & 113th St,member,1,,,,
Public Rack - Kedzie Ave & 54th St - SW,member,1,,,,
Public Rack - Lafayette Ave & 87th St - NW,member,1,,,,
Public Rack - Robert Fulton Elementary School,member,1,,,,
Public Rack - Emerald Ave & 45th St,member,1,,,,
Public Rack - Brighton Park Branch Chicago Library,member,1,,,,
Public Rack - Austin & Higgins,member,1,,,,
Public Rack - Panama Ave & Forest Preserve Ave,member,1,,,,
Public Rack - Monticello & Lawrence,member,1,,,,
Public Rack - Kostner & Bryn Mawr,member,1,,,,
Public Rack - Kedvale Ave & Addison St,member,1,,,,
Public Rack - Columbus & 79th,member,1,,,,
Public Rack - Kenneth Ave & 63rd St E,member,1,,,,
Public Rack - King Dr & 83rd St,member,1,,,,
Public Rack - Milwaukee Ave & Sunnyside Ave,member,1,,,,
Public Rack - Linder Ave & Belmont Ave,member,1,,,,
Public Rack - Imlay & Milwaukee,member,1,,,,
Public Rack - Cicero & 64th,member,1,,,,
Public Rack - Menard Ave & Belmont Ave,member,1,,,,
