month,start_station_name,member_casual,count_of_users
3,Southport Ave & Roscoe St,casual,153
4,Broadway & Cornelia Ave,casual,153
4,State St & 33rd St,casual,153
4,Sedgwick St & Webster Ave,casual,153
4,Calumet Ave & 18th St,casual,153
5,Daley Center Plaza,casual,153
2,Field Museum,casual,152
3,Wells St & Polk St,casual,152
4,Theater on the Lake,casual,152
5,Clark St & Drummond Pl,casual,152
5,Woodlawn Ave & 55th St,casual,152
7,Dayton St & North Ave,casual,152
2,Larrabee St & Webster Ave,casual,151
4,Wilton Ave & Belmont Ave,casual,151
4,California Ave & Milwaukee Ave,casual,151
5,Franklin St & Jackson Blvd,casual,151
1,Millennium Park,casual,150
2,Dearborn St & Monroe St,casual,150
3,Theater on the Lake,casual,150
3,Broadway & Sheridan Rd,casual,150
3,Sedgwick St & Huron St,casual,150
3,Clark St & Chicago Ave,casual,150
4,Franklin St & Chicago Ave,casual,150
5,Sedgwick St & North Ave,casual,150
5,Clarendon Ave & Gordon Ter,casual,150
6,State St & Kinzie St,casual,150
6,Ashland Ave & Wrightwood Ave,casual,150
6,Sheridan Rd & Argyle St,casual,150
7,Broadway & Argyle St,casual,150
3,Clark St & Schiller St,casual,149
4,Clark St & Chicago Ave,casual,149
6,California Ave & North Ave,casual,149
6,Broadway & Granville Ave,casual,149
6,Larrabee St & Armitage Ave,casual,149
6,Franklin St & Lake St,casual,149
7,Ogden Ave & Chicago Ave,casual,149
7,Larrabee St & North Ave,casual,149
2,Indiana Ave & Roosevelt Rd,casual,148
3,Buckingham Fountain,casual,148
5,Larrabee St & Kingsbury St,casual,148
7,McCormick Place,casual,148
7,Damen Ave & Thomas St (Augusta Blvd),casual,148
3,Broadway & Belmont Ave,casual,147
4,Clinton St & Washington Blvd,casual,147
5,Clark St & Lake St,casual,147
7,Clark St & 9th St (AMLI),casual,147
5,Damen Ave & Cortland St,casual,146
5,Wabash Ave & 9th St,casual,146
6,Damen Ave & Chicago Ave,casual,146
6,Clinton St & Jackson Blvd,casual,146
6,Damen Ave & Thomas St (Augusta Blvd),casual,146
6,Field Blvd & South Water St,casual,146
6,Desplaines St & Randolph St,casual,146
7,Carpenter St & Huron St,casual,146
2,Kimbark Ave & 53rd St,casual,145
3,Wood St & Milwaukee Ave,casual,145
3,Halsted St & Dickens Ave,casual,145
4,Clarendon Ave & Junior Ter,casual,145
3,Clark St & Wellington Ave,casual,144
3,Sheffield Ave & Wrightwood Ave,casual,144
3,Sheridan Rd & Noyes St (NU),casual,144
4,Franklin St & Illinois St,casual,144
4,Canal St & Jackson Blvd,casual,144
4,Clark St & Lake St,casual,144
7,Clark St & Leland Ave,casual,144
1,Michigan Ave & Washington St,casual,143
2,St. Clair St & Erie St,casual,143
2,Franklin St & Lake St,casual,143
2,Sheffield Ave & Fullerton Ave,casual,143
3,Mies van der Rohe Way & Chicago Ave,casual,143
3,Carpenter St & Huron St,casual,143
3,Damen Ave & Chicago Ave,casual,143
4,McClurg Ct & Ohio St,casual,143
5,Franklin St & Monroe St,casual,143
5,Sangamon St & Lake St,casual,143
5,State St & Kinzie St,casual,143
6,Canal St & Monroe St,casual,143
6,Lincoln Ave & Roscoe St*,casual,143
7,Wolcott (Ravenswood) Ave & Montrose Ave,casual,143
4,Broadway & Barry Ave,casual,142
4,Elston Ave & Cortland St,casual,142
5,Sheridan Rd & Montrose Ave,casual,142
5,Clark St & Chicago Ave,casual,142
6,Clark St & Lake St,casual,142
6,Sedgwick St & North Ave,casual,142
7,Damen Ave & Chicago Ave,casual,142
2,Milwaukee Ave & Grand Ave,casual,141
3,Wacker Dr & Washington St,casual,141
4,Wells St & Evergreen Ave,casual,141
5,Canal St & Monroe St,casual,141
6,Broadway & Wilson Ave,casual,141
6,Stetson Ave & South Water St,casual,141
7,Clifton Ave & Armitage Ave,casual,141
2,Franklin St & Jackson Blvd,casual,140
5,McClurg Ct & Erie St,casual,140
6,Elston Ave & Cortland St,casual,140
6,California Ave & Division St,casual,140
7,N Green St & W Lake St,casual,140
7,Clark St & Chicago Ave,casual,140
6,Burling St & Diversey Pkwy,casual,139
3,Southport Ave & Wellington Ave,casual,138
3,Desplaines St & Jackson Blvd,casual,138
2,Pine Grove Ave & Waveland Ave,casual,137
3,Stockton Dr & Wrightwood Ave,casual,137
5,Peoria St & Jackson Blvd,casual,137
6,Wells St & Polk St,casual,137
6,Wells St & Hubbard St,casual,137
6,Rush St & Hubbard St,casual,137
7,Sheffield Ave & Kingsbury St,casual,137
2,Halsted St & Roscoe St,casual,136
2,Southport Ave & Waveland Ave,casual,136
3,Franklin St & Adams St (Temp),casual,136
3,Sheridan Rd & Irving Park Rd,casual,136
4,Milwaukee Ave & Wabansia Ave,casual,136
4,Clark St & North Ave,casual,136
5,Halsted St & Willow St,casual,136
6,Orleans St & Merchandise Mart Plaza,casual,136
7,Southport Ave & Irving Park Rd,casual,136
1,Pine Grove Ave & Waveland Ave,casual,135
1,Wabash Ave & 9th St,casual,135
3,Morgan St & Polk St,casual,135
5,LaSalle St & Jackson Blvd,casual,135
6,Clark St & Chicago Ave,casual,135
7,Field Museum,casual,135
7,Elston Ave & Cortland St,casual,135
7,Buckingham Fountain (Temp),casual,135
7,Ashland Ave & Wrightwood Ave,casual,135
1,Broadway & Waveland Ave,casual,134
2,New St & Illinois St,casual,134
2,Wells St & Elm St,casual,134
4,Halsted St & Wrightwood Ave,casual,134
4,Wabash Ave & Roosevelt Rd,casual,134
5,Lakefront Trail & Bryn Mawr Ave,casual,134
6,Marine Dr & Ainslie St,casual,134
6,Racine Ave & Wrightwood Ave,casual,134
7,Halsted St & Willow St,casual,134
7,Franklin St & Monroe St,casual,134
7,Ogden Ave & Race Ave,casual,134
3,Sedgwick St & Webster Ave,casual,133
3,Wabash Ave & Wacker Pl,casual,133
4,Racine Ave & Wrightwood Ave,casual,133
5,Buckingham Fountain,casual,133
5,Franklin St & Illinois St,casual,133
5,Larrabee St & Division St,casual,133
6,Orleans St & Hubbard St,casual,133
6,Southport Ave & Clybourn Ave,casual,133
7,Stetson Ave & South Water St,casual,133
7,Damen Ave & Leland Ave,casual,133
1,Sheffield Ave & Wellington Ave,casual,132
1,Damen Ave & Pierce Ave,casual,132
2,Columbus Dr & Randolph St,casual,132
2,Orleans St & Merchandise Mart Plaza,casual,132
3,Ogden Ave & Chicago Ave,casual,132
3,Sedgwick St & North Ave,casual,132
5,Clark St & Montrose Ave,casual,132
6,Michigan Ave & 14th St,casual,132
7,Shore Dr & 55th St,casual,132
2,Canal St & Monroe St,casual,131
2,Clinton St & Madison St,casual,131
5,Canal St & Jackson Blvd,casual,131
6,Broadway & Thorndale Ave,casual,131
6,Humboldt Blvd & Armitage Ave,casual,131
7,Sangamon St & Lake St,casual,131
1,Clark St & Wrightwood Ave,casual,130
2,Halsted St & Polk St,casual,130
3,Loomis St & Lexington St,casual,130
3,Wabash Ave & Adams St,casual,130
3,Peoria St & Jackson Blvd,casual,130
3,Broadway & Wilson Ave,casual,130
4,Ogden Ave & Race Ave,casual,130
6,McCormick Place,casual,130
6,Ellis Ave & 58th St,casual,130
6,Seeley Ave & Roscoe St,casual,130
7,Desplaines St & Randolph St,casual,130
7,Burnham Harbor,casual,130
7,Damen Ave & Wabansia Ave,casual,130
2,Damen Ave & Cortland St,casual,129
3,Stetson Ave & South Water St,casual,129
5,Kingsbury St & Erie St,casual,129
6,Fort Dearborn Dr & 31st St*,casual,129
7,Greenview Ave & Diversey Pkwy,casual,129
1,Broadway & Cornelia Ave,casual,128
2,Larrabee St & Kingsbury St,casual,128
2,DuSable Lake Shore Dr & North Blvd,casual,128
3,May St & Taylor St,casual,128
3,LaSalle Dr & Huron St,casual,128
5,Cityfront Plaza Dr & Pioneer Ct,casual,128
5,Ravenswood Ave & Lawrence Ave,casual,128
6,Delano Ct & Roosevelt Rd,casual,128
7,Sedgwick St & Huron St,casual,128
7,Clark St & Bryn Mawr Ave,casual,128
3,Albany Ave & Bloomingdale Ave,casual,127
3,Sangamon St & Lake St,casual,127
3,Clark St & Leland Ave,casual,127
4,Dearborn Pkwy & Delaware Pl,casual,127
5,Humboldt Blvd & Armitage Ave,casual,127
6,Ogden Ave & Chicago Ave,casual,127
6,Ashland Ave & Grace St,casual,127
6,Wood St & Chicago Ave,casual,127
7,Rhodes Ave & 32nd St,casual,127
7,California Ave & Montrose Ave,casual,127
2,Federal St & Polk St,casual,126
2,Clinton St & Lake St,casual,126
2,Wells St & Concord Ln,casual,126
3,Clark St & Grace St,casual,126
3,Pine Grove Ave & Irving Park Rd,casual,126
7,Clark St & Lake St,casual,126
1,Sheridan Rd & Noyes St (NU),casual,125
2,Dusable Harbor,casual,125
2,LaSalle St & Jackson Blvd,casual,125
2,Clark St & Armitage Ave,casual,125
3,Elston Ave & Cortland St,casual,125
3,DuSable Lake Shore Dr & Belmont Ave,casual,125
3,Aberdeen St & Randolph St,casual,125
4,State St & Kinzie St,casual,125
5,Michigan Ave & 14th St,casual,125
5,Southport Ave & Irving Park Rd,casual,125
5,Western Ave & Winnebago Ave,casual,125
6,Sangamon St & Lake St,casual,125
7,Lincoln Ave & Sunnyside Ave,casual,125
2,Fairbanks Ct & Grand Ave,casual,124
2,Wilton Ave & Diversey Pkwy,casual,124
3,Michigan Ave & Pearson St,casual,124
4,Wells St & Polk St,casual,124
6,Benson Ave & Church St,casual,124
7,Paulina Ave & North Ave,casual,124
7,Wells St & Walton St,casual,124
7,Larrabee St & Armitage Ave,casual,124
1,Halsted St & Polk St,casual,123
2,Kedzie Ave & Milwaukee Ave,casual,123
4,Seeley Ave & Roscoe St,casual,123
4,Wentworth Ave & Cermak Rd,casual,123
5,Blue Island Ave & 18th St,casual,123
7,Noble St & Milwaukee Ave,casual,123
7,Rush St & Superior St,casual,123
1,Halsted St & Roscoe St,casual,122
1,Clinton St & Jackson Blvd,casual,122
2,California Ave & Milwaukee Ave,casual,122
2,Racine Ave & Belmont Ave,casual,122
3,Southport Ave & Wrightwood Ave,casual,122
3,Larrabee St & Division St,casual,122
3,Wells St & Walton St,casual,122
4,Orleans St & Chestnut St (NEXT Apts),casual,122
5,Cannon Dr & Fullerton Ave,casual,122
5,Central Park Ave & Bloomingdale Ave,casual,122
5,Chicago Ave & Sheridan Rd,casual,122
6,State St & Pearson St,casual,122
6,Leavitt St & Armitage Ave,casual,122
7,Broadway & Berwyn Ave,casual,122
7,Canal St & Monroe St,casual,122
7,Fairbanks St & Superior St,casual,122
1,Larrabee St & Kingsbury St,casual,121
1,Wells St & Evergreen Ave,casual,121
2,Clark St & Randolph St,casual,121
2,Kingsbury St & Erie St,casual,121
2,Sheffield Ave & Kingsbury St,casual,121
3,State St & Van Buren St,casual,121
3,Racine Ave & Fullerton Ave,casual,121
3,Dearborn St & Adams St,casual,121
5,Hampden Ct & Diversey Ave,casual,121
6,Daley Center Plaza,casual,121
6,Southport Ave & Irving Park Rd,casual,121
6,Dearborn St & Adams St,casual,121
7,Franklin St & Chicago Ave,casual,121
1,Sheffield Ave & Webster Ave,casual,120
2,Wells St & Hubbard St,casual,120
6,Cannon Dr & Fullerton Ave,casual,120
7,Green St & Washington Blvd,casual,120
7,Southport Ave & Clybourn Ave,casual,120
7,Milwaukee Ave & Fullerton Ave,casual,120
1,LaSalle St & Jackson Blvd,casual,119
1,Columbus Dr & Randolph St,casual,119
4,Ashland Ave & Blackhawk St,casual,119
5,Dearborn St & Adams St,casual,119
5,Pine Grove Ave & Irving Park Rd,casual,119
6,Hampden Ct & Diversey Ave,casual,119
6,Wabash Ave & Adams St,casual,119
6,Buckingham Fountain (Temp),casual,119
6,Leavitt St & Belmont Ave,casual,119
7,Ashland Ave & Blackhawk St,casual,119
1,Fairbanks Ct & Grand Ave,casual,118
1,Canal St & Madison St,casual,118
2,Broadway & Belmont Ave,casual,118
3,Honore St & Division St,casual,118
4,Michigan Ave & Madison St,casual,118
5,Carpenter St & Huron St,casual,118
5,Morgan St & Polk St,casual,118
5,Mies van der Rohe Way & Chicago Ave,casual,118
6,Wood St & Augusta Blvd,casual,118
6,Walsh Park,casual,118
7,Leavitt St & North Ave,casual,118
7,State St & Van Buren St,casual,118
7,Canal St & Jackson Blvd,casual,118
7,Peoria St & Jackson Blvd,casual,118
7,Wabash Ave & 16th St,casual,118
2,Peoria St & Jackson Blvd,casual,117
2,Michigan Ave & 8th St,casual,117
2,Sangamon St & Lake St,casual,117
2,Canal St & Jackson Blvd,casual,117
3,Jefferson St & Monroe St,casual,117
4,Clinton St & Roosevelt Rd,casual,117
4,Indiana Ave & Roosevelt Rd,casual,117
4,Kimbark Ave & 53rd St,casual,117
4,Cornell Ave & Hyde Park Blvd,casual,117
5,Lincoln Ave & Belmont Ave (Temp),casual,117
5,MLK Jr Dr & 29th St,casual,117
6,Broadway & Berwyn Ave,casual,117
6,McClurg Ct & Erie St,casual,117
6,State St & Van Buren St,casual,117
7,Clark St & Montrose Ave,casual,117
1,DuSable Lake Shore Dr & Monroe St,casual,116
1,Larrabee St & Webster Ave,casual,116
2,Sheffield Ave & Waveland Ave,casual,116
3,Ashland Ave & Lake St,casual,116
3,Chicago Ave & Sheridan Rd,casual,116
4,Broadway & Wilson Ave,casual,116
4,Damen Ave & Grand Ave,casual,116
5,State St & 33rd St,casual,116
6,Blackstone Ave & Hyde Park Blvd,casual,116
6,Wabash Ave & 9th St,casual,116
6,Sheridan Rd & Lawrence Ave,casual,116
7,Winthrop Ave & Lawrence Ave,casual,116
7,Humboldt Blvd & Armitage Ave,casual,116
1,Kimbark Ave & 53rd St,casual,115
1,Dearborn St & Monroe St,casual,115
3,N Green St & W Lake St,casual,115
3,Rush St & Cedar St,casual,115
3,Orleans St & Chestnut St (NEXT Apts),casual,115
5,Sheridan Rd & Noyes St (NU),casual,115
6,Michigan Ave & Ida B Wells Dr,casual,115
2,DuSable Lake Shore Dr & Belmont Ave,casual,114
3,Burling St & Diversey Pkwy,casual,114
3,Wentworth Ave & Cermak Rd,casual,114
3,Michigan Ave & Madison St,casual,114
4,DuSable Lake Shore Dr & Belmont Ave,casual,114
4,Western Ave & Leland Ave,casual,114
4,Damen Ave & Division St,casual,114
5,Michigan Ave & Pearson St,casual,114
6,Noble St & Milwaukee Ave,casual,114
6,Winthrop Ave & Lawrence Ave,casual,114
6,Western Ave & Leland Ave,casual,114
1,Loomis St & Lexington St,casual,113
2,Wabash Ave & Grand Ave,casual,113
2,Southport Ave & Roscoe St,casual,113
3,Michigan Ave & Ida B Wells Dr,casual,113
3,California Ave & Cortez St,casual,113
5,Leavitt St & North Ave,casual,113
7,Eckhart Park,casual,113
7,Racine Ave & Wrightwood Ave,casual,113
7,Ashland Ave & Lake St,casual,113
1,Green St & Madison St,casual,112
1,Racine Ave & Belmont Ave,casual,112
2,Franklin St & Chicago Ave,casual,112
3,Sheridan Rd & Montrose Ave,casual,112
4,Broadway & Thorndale Ave,casual,112
4,Chicago Ave & Sheridan Rd,casual,112
5,Racine Ave & Wrightwood Ave,casual,112
5,Milwaukee Ave & Wabansia Ave,casual,112
6,Western Ave & Division St,casual,112
4,DuSable Lake Shore Dr & Wellington Ave,casual,111
4,May St & Taylor St,casual,111
5,Green St & Washington Blvd,casual,111
6,Larrabee St & Division St,casual,111
7,Hampden Ct & Diversey Ave,casual,111
1,Lincoln Ave & Fullerton Ave,casual,110
1,State St & Randolph St,casual,110
1,Greenview Ave & Fullerton Ave,casual,110
2,Aberdeen St & Randolph St,casual,110
2,Lakeview Ave & Fullerton Pkwy,casual,110
3,Southport Ave & Belmont Ave,casual,110
4,University Ave & 57th St,casual,110
4,Damen Ave & Wellington Ave,casual,110
5,Ellis Ave & 58th St,casual,110
6,California Ave & Montrose Ave,casual,110
7,California Ave & Division St,casual,110
2,State St & Randolph St,casual,109
2,Wabash Ave & 9th St,casual,109
2,Dearborn Pkwy & Delaware Pl,casual,109
4,Paulina Ave & North Ave,casual,109
6,Clarendon Ave & Leland Ave,casual,109
6,Leavitt St & North Ave,casual,109
7,Rush St & Hubbard St,casual,109
7,Clark St & Ida B Wells Dr,casual,109
7,Franklin St & Adams St (Temp),casual,109
1,Daley Center Plaza,casual,108
1,Wabash Ave & Roosevelt Rd,casual,108
2,Morgan St & Polk St,casual,108
6,Ellis Ave & 55th St,casual,108
7,Aberdeen St & Randolph St,casual,108
7,Leavitt St & Armitage Ave,casual,108
7,Broadway & Ridge Ave,casual,108
2,Lake Park Ave & 56th St,casual,107
3,Southport Ave & Irving Park Rd,casual,107
3,Bissell St & Armitage Ave*,casual,107
3,Dayton St & North Ave,casual,107
3,McClurg Ct & Erie St,casual,107
3,Orleans St & Hubbard St,casual,107
5,Logan Blvd & Elston Ave,casual,107
6,Lincoln Ave & Sunnyside Ave,casual,107
6,Clarendon Ave & Junior Ter,casual,107
6,Clinton St & Madison St,casual,107
1,Clinton St & Lake St,casual,106
2,Halsted St & Roosevelt Rd,casual,106
3,Clinton St & Roosevelt Rd,casual,106
3,Damen Ave & Division St,casual,106
3,Desplaines St & Randolph St,casual,106
4,Sheffield Ave & Webster Ave,casual,106
4,Wilton Ave & Diversey Pkwy,casual,106
5,Halsted St & Fulton St,casual,106
5,Lakefront Trail & Wilson Ave,casual,106
5,Milwaukee Ave & Fullerton Ave,casual,106
6,Kedzie Ave & Palmer Ct,casual,106
6,Peoria St & Jackson Blvd,casual,106
7,Broadway & Thorndale Ave,casual,106
7,Campbell Ave & North Ave,casual,106
1,Desplaines St & Kinzie St,casual,105
1,Sheridan Rd & Irving Park Rd,casual,105
2,Wentworth Ave & Cermak Rd,casual,105
2,Halsted St & Wrightwood Ave,casual,105
3,Clark St & Berwyn Ave,casual,105
4,Clark St & Leland Ave,casual,105
5,Loomis St & Lexington St,casual,105
5,Southport Ave & Wrightwood Ave,casual,105
5,Southport Ave & Belmont Ave,casual,105
6,Damen Ave & Clybourn Ave,casual,105
6,Sheridan Rd & Noyes St (NU),casual,105
7,Damen Ave & Division St,casual,105
7,Leavitt St & Chicago Ave,casual,105
7,Lincoln Ave & Belle Plaine Ave,casual,105
1,Southport Ave & Waveland Ave,casual,104
2,Sheridan Rd & Montrose Ave,casual,104
3,Ashland Ave & Grace St,casual,104
3,Rush St & Superior St,casual,104
4,Wabash Ave & Adams St,casual,104
5,Clifton Ave & Armitage Ave,casual,104
5,Seeley Ave & Roscoe St,casual,104
6,Wacker Dr & Washington St,casual,104
7,Western Ave & Walton St,casual,104
1,Peoria St & Jackson Blvd,casual,103
2,Racine Ave & Fullerton Ave,casual,103
4,Halsted St & Maxwell St,casual,103
6,Ashland Ave & Wellington Ave,casual,103
6,Larrabee St & North Ave,casual,103
7,Larrabee St & Oak St,casual,103
7,Broadway & Granville Ave,casual,103
7,Wells St & Polk St,casual,103
7,Dearborn St & Van Buren St,casual,103
7,Sheffield Ave & Willow St,casual,103
1,Franklin St & Chicago Ave,casual,102
1,Dearborn St & Erie St,casual,102
3,Halsted St & Willow St,casual,102
4,Clark St & Drummond Pl,casual,102
4,Larrabee St & North Ave,casual,102
5,Damen Ave & Wellington Ave,casual,102
5,Damen Ave & Clybourn Ave,casual,102
5,Wells St & Walton St,casual,102
6,W Oakdale Ave & N Broadway,casual,102
7,W Oakdale Ave & N Broadway,casual,102
1,Franklin St & Illinois St,casual,101
1,Wilton Ave & Belmont Ave,casual,101
1,Ravenswood Ave & Lawrence Ave,casual,101
1,Halsted St & Clybourn Ave,casual,101
2,Broadway & Sheridan Rd,casual,101
2,Sheridan Rd & Irving Park Rd,casual,101
3,Ellis Ave & 58th St,casual,101
4,LaSalle St & Washington St,casual,101
5,State St & Pearson St,casual,101
7,Logan Blvd & Elston Ave,casual,101
7,Canal St & Madison St,casual,101
1,Kingsbury St & Erie St,casual,100
2,Montrose Harbor,casual,100
3,Green St & Washington Blvd,casual,100
3,Ritchie Ct & Banks St,casual,100
4,Wells St & Huron St,casual,100
4,Pine Grove Ave & Irving Park Rd,casual,100
5,Lake Park Ave & 56th St,casual,100
5,Wood St & Hubbard St,casual,100
6,Sedgwick St & Schiller St,casual,100
7,Spaulding Ave & Armitage Ave,casual,100
7,Wabash Ave & Adams St,casual,100
3,Benson Ave & Church St,casual,99
3,Rush St & Hubbard St,casual,99
3,Clarendon Ave & Gordon Ter,casual,99
4,Southport Ave & Waveland Ave,casual,99
4,Ravenswood Ave & Lawrence Ave,casual,99
4,Halsted St & Polk St,casual,99
5,Michigan Ave & 18th St,casual,99
5,Stetson Ave & South Water St,casual,99
6,LaSalle St & Washington St,casual,99
1,Franklin St & Lake St,casual,98
2,Western Ave & Winnebago Ave,casual,98
3,LaSalle St & Washington St,casual,98
3,Ada St & Washington Blvd,casual,98
3,Aberdeen St & Monroe St,casual,98
4,Greenview Ave & Diversey Pkwy,casual,98
4,Jefferson St & Monroe St,casual,98
4,Milwaukee Ave & Rockwell St,casual,98
6,Rush St & Cedar St,casual,98
6,Paulina Ave & North Ave,casual,98
7,Ashland Ave & Chicago Ave,casual,98
7,California Ave & Francis Pl,casual,98
2,Aberdeen St & Jackson Blvd,casual,97
3,Clark St & Bryn Mawr Ave,casual,97
3,DuSable Lake Shore Dr & Wellington Ave,casual,97
3,Financial Pl & Ida B Wells Dr,casual,97
4,Milwaukee Ave & Grand Ave,casual,97
4,State St & Harrison St,casual,97
5,Larrabee St & Armitage Ave,casual,97
5,Delano Ct & Roosevelt Rd,casual,97
6,Stave St & Armitage Ave,casual,97
6,Leavitt St & Chicago Ave,casual,97
6,Spaulding Ave & Armitage Ave,casual,97
7,Blue Island Ave & 18th St,casual,97
2,Wood St & Milwaukee Ave,casual,96
2,Halsted St & Clybourn Ave,casual,96
3,Clark St & North Ave,casual,96
3,Halsted St & Roosevelt Rd,casual,96
3,McCormick Place,casual,96
4,Wells St & Hubbard St,casual,96
4,Marine Dr & Ainslie St,casual,96
6,Aberdeen St & Jackson Blvd,casual,96
6,Larrabee St & Menomonee St,casual,96
7,Racine Ave & 18th St,casual,96
